сокол	со́ко́л
джинсовый	джи́нсо́вый
джинсовое	джи́нсо́вое
джинсовая	джи́нсо́вая
джинсовые	джи́нсо́вые
джинсового	джи́нсо́вого
джинсовой	джи́нсо́вой
джинсовых	джи́нсо́вых
джинсовому	джи́нсо́вому
джинсовым	джи́нсо́вым
джинсовую	джи́нсо́вую
джинсовою	джи́нсо́вою
джинсовыми	джи́нсо́выми
джинсовом	джи́нсо́вом
жмыховый	жмы́хо́вый
жмыховое	жмы́хо́вое
жмыховая	жмы́хо́вая
жмыховые	жмы́хо́вые
жмыхового	жмы́хо́вого
жмыховой	жмы́хо́вой
жмыховых	жмы́хо́вых
жмыховому	жмы́хо́вому
жмыховым	жмы́хо́вым
жмыховую	жмы́хо́вую
жмыховою	жмы́хо́вою
жмыховыми	жмы́хо́выми
жмыховом	жмы́хо́вом
заиндевелый	заи́ндеве́лый
заиндевелое	заи́ндеве́лое
заиндевелая	заи́ндеве́лая
заиндевелые	заи́ндеве́лые
заиндевелого	заи́ндеве́лого
заиндевелой	заи́ндеве́лой
заиндевелых	заи́ндеве́лых
заиндевелому	заи́ндеве́лому
заиндевелым	заи́ндеве́лым
заиндевелую	заи́ндеве́лую
заиндевелою	заи́ндеве́лою
заиндевелыми	заи́ндеве́лыми
заиндевелом	заи́ндеве́лом
заиндевел	заи́ндеве́л
заиндевело	заи́ндеве́ло
заиндевела	заи́ндеве́ла
заиндевелы	заи́ндеве́лы
заплесневелый	запле́сневе́лый
заплесневелое	запле́сневе́лое
заплесневелая	запле́сневе́лая
заплесневелые	запле́сневе́лые
заплесневелого	запле́сневе́лого
заплесневелой	запле́сневе́лой
заплесневелых	запле́сневе́лых
заплесневелому	запле́сневе́лому
заплесневелым	запле́сневе́лым
заплесневелую	запле́сневе́лую
заплесневелыми	запле́сневе́лыми
заплесневелом	запле́сневе́лом
заплесневелы	запле́сневе́лы
звездчатый	зве́здча́тый
звездчатое	зве́здча́тое
звездчатая	зве́здча́тая
звездчатые	зве́здча́тые
звездчатого	зве́здча́того
звездчатой	зве́здча́той
звездчатых	зве́здча́тых
звездчатому	зве́здча́тому
звездчатым	зве́здча́тым
звездчатую	зве́здча́тую
звездчатою	зве́здча́тою
звездчатыми	зве́здча́тыми
звездчатом	зве́здча́том
звездчат	зве́здча́т
звездчато	зве́здча́то
звездчата	зве́здча́та
звездчаты	зве́здча́ты
знатны	зна́тны́
искристый	и́скри́стый
искристое	и́скри́стое
искристая	и́скри́стая
